,YEAR,WEEK,Region 1,Region 10,Region 2,Region 3,Region 4,Region 5,Region 6,Region 7,Region 8,Region 9
0,1997,40,44,76,3,32,46,89,5,27,5,243
1,1997,41,57,62,2,42,44,104,6,15,9,274
2,1997,42,85,46,1,46,54,186,6,13,3,241
3,1997,43,125,11,1,32,17,222,7,16,8,214
4,1997,44,73,21,14,22,43,272,11,12,8,224
5,1997,45,74,32,20,2,45,282,11,9,7,173
6,1997,46,56,57,16,51,62,300,14,31,47,298
7,1997,47,66,24,24,53,65,396,17,29,63,363
8,1997,48,80,17,1,43,60,341,13,13,16,302
9,1997,49,120,21,7,46,76,393,16,24,113,282
10,1997,50,96,23,9,55,110,386,17,37,26,324
11,1997,51,66,46,11,50,86,254,10,22,25,434
12,1997,52,76,45,11,69,304,423,26,20,50,495
13,1997,53,208,53,5,102,133,569,48,64,40,724
14,1998,1,182,63,6,151,333,547,57,72,38,966
15,1998,2,154,71,7,175,325,625,44,122,144,946
16,1998,3,258,127,31,170,246,905,32,222,229,906
17,1998,4,429,103,37,133,331,1277,29,318,218,562
18,1998,5,632,88,40,127,208,1158,49,295,178,579
19,1998,6,497,88,11,122,320,895,45,186,120,333
20,1998,7,411,74,5,110,195,660,35,83,64,311
21,1998,8,197,44,11,67,110,433,29,73,64,261
22,1998,9,98,48,7,60,77,249,16,49,60,163
23,1998,10,40,44,12,56,56,313,16,20,32,159
24,1998,11,20,32,15,49,58,234,8,27,27,115
25,1998,12,19,22,21,45,40,158,3,4,0,174
26,1998,13,14,21,9,44,36,141,1,13,23,56
27,1998,14,13,20,18,39,29,160,0,14,25,50
28,1998,15,5,27,1,29,20,95,2,20,13,50
29,1998,16,6,12,2,42,29,96,2,10,18,48
30,1998,17,3,18,9,18,40,110,0,13,7,48
31,1998,18,5,10,1,17,36,97,0,11,2,30
32,1998,19,4,14,1,19,15,73,0,11,0,49
33,1998,20,2,13,1,21,14,63,0,3,0,48
34,1998,21,0,0,0,0,0,0,0,0,0,0
35,1998,22,0,0,0,0,0,0,0,0,0,0
36,1998,23,0,0,0,0,0,0,0,0,0,0
37,1998,24,0,0,0,0,0,0,0,0,0,0
38,1998,25,0,0,0,0,0,0,0,0,0,0
39,1998,26,0,0,0,0,0,0,0,0,0,0
40,1998,27,0,0,0,0,0,0,0,0,0,0
41,1998,28,0,0,0,0,0,0,0,0,0,0
42,1998,29,0,0,0,0,0,0,0,0,0,0
43,1998,30,0,0,0,0,0,0,0,0,0,0
44,1998,31,0,0,0,0,0,0,0,0,0,0
45,1998,32,0,0,0,0,0,0,0,0,0,0
46,1998,33,0,0,0,0,0,0,0,0,0,0
47,1998,34,0,0,0,0,0,0,0,0,0,0
48,1998,35,0,0,0,0,0,0,0,0,0,0
49,1998,36,0,0,0,0,0,0,0,0,0,0
50,1998,37,0,0,0,0,0,0,0,0,0,0
51,1998,38,0,0,0,0,0,0,0,0,0,0
52,1998,39,0,0,0,0,0,0,0,0,0,0
53,1998,40,45,14,23,48,50,103,2,32,42,131
54,1998,41,38,28,14,49,108,142,6,56,55,109
55,1998,42,62,26,19,60,80,141,46,76,118,155
56,1998,43,37,38,0,64,145,417,17,115,110,143
57,1998,44,47,25,32,123,148,127,88,83,144,217
58,1998,45,67,19,20,106,208,147,45,76,125,209
59,1998,46,68,20,16,100,212,156,73,100,212,221
60,1998,47,40,21,9,166,193,342,59,56,105,217
61,1998,48,68,24,18,128,224,255,60,97,95,207
62,1998,49,71,22,12,130,219,268,58,136,106,180
63,1998,50,48,16,21,110,190,191,71,152,99,243
64,1998,51,68,20,0,115,168,156,51,66,115,305
65,1998,52,70,23,5,104,190,243,162,90,105,431
66,1999,1,101,52,9,112,251,202,151,105,185,612
67,1999,2,153,71,13,215,371,344,338,106,247,549
68,1999,3,203,53,37,283,622,642,344,263,514,903
69,1999,4,246,75,35,327,649,1018,374,318,676,827
70,1999,5,563,81,36,306,722,1694,364,560,612,732
71,1999,6,553,114,27,515,602,1937,316,473,550,681
72,1999,7,448,104,15,353,533,1773,378,468,415,433
73,1999,8,473,86,18,382,537,1436,362,316,333,543
74,1999,9,431,59,17,323,506,1186,274,243,315,556
75,1999,10,252,37,17,277,460,753,178,179,243,526
76,1999,11,139,36,9,295,235,590,128,179,153,306
77,1999,12,128,36,12,195,229,330,84,96,124,462
78,1999,13,67,25,6,114,120,208,63,86,97,305
79,1999,14,51,25,0,82,77,116,24,36,37,184
80,1999,15,26,17,7,74,45,69,10,37,36,75
81,1999,16,21,11,0,60,44,33,6,31,16,49
82,1999,17,28,14,0,60,29,40,9,34,13,172
83,1999,18,9,3,13,51,16,20,1,22,14,31
84,1999,19,12,6,10,73,19,15,2,22,9,124
85,1999,20,1,6,13,62,19,26,0,25,4,127
86,1999,21,0,0,0,0,0,0,0,0,0,0
87,1999,22,0,0,0,0,0,0,0,0,0,0
88,1999,23,0,0,0,0,0,0,0,0,0,0
89,1999,24,0,0,0,0,0,0,0,0,0,0
90,1999,25,0,0,0,0,0,0,0,0,0,0
91,1999,26,0,0,0,0,0,0,0,0,0,0
92,1999,27,0,0,0,0,0,0,0,0,0,0
93,1999,28,0,0,0,0,0,0,0,0,0,0
94,1999,29,0,0,0,0,0,0,0,0,0,0
95,1999,30,0,0,0,0,0,0,0,0,0,0
96,1999,31,0,0,0,0,0,0,0,0,0,0
97,1999,32,0,0,0,0,0,0,0,0,0,0
98,1999,33,0,0,0,0,0,0,0,0,0,0
99,1999,34,0,0,0,0,0,0,0,0,0,0
100,1999,35,0,0,0,0,0,0,0,0,0,0
101,1999,36,0,0,0,0,0,0,0,0,0,0
102,1999,37,0,0,0,0,0,0,0,0,0,0
103,1999,38,0,0,0,0,0,0,0,0,0,0
104,1999,39,0,0,0,0,0,0,0,0,0,0
105,1999,40,22,20,0,73,246,109,8,55,92,166
106,1999,41,50,19,17,74,320,109,68,70,103,167
107,1999,42,30,18,20,82,348,170,44,56,66,233
108,1999,43,40,10,11,56,287,194,44,79,104,264
109,1999,44,95,10,23,80,432,189,123,99,92,427
110,1999,45,69,14,30,77,405,250,114,92,82,437
111,1999,46,78,18,16,82,457,268,148,72,161,401
112,1999,47,86,16,30,47,375,291,211,52,122,603
113,1999,48,136,28,28,78,451,445,367,149,227,575
114,1999,49,166,39,71,93,555,545,369,182,481,763
115,1999,50,224,39,63,130,639,1097,401,346,523,746
116,1999,51,244,56,89,207,810,1282,551,368,733,828
117,1999,52,357,62,84,266,1209,1845,693,568,831,931
118,2000,1,526,53,171,471,1512,1750,686,451,761,891
119,2000,2,485,50,74,398,1268,1224,433,413,431,694
120,2000,3,271,29,89,279,965,773,212,272,272,695
121,2000,4,193,29,37,258,767,558,135,179,178,567
122,2000,5,143,24,59,182,600,459,114,131,200,566
123,2000,6,105,22,68,146,495,455,61,119,155,597
124,2000,7,84,5,35,127,307,270,47,115,108,570
125,2000,8,66,5,26,121,246,181,14,55,68,543
126,2000,9,43,4,45,103,293,203,20,40,112,522
127,2000,10,32,3,32,112,210,163,11,37,46,442
128,2000,11,49,0,36,91,172,120,17,45,32,372
129,2000,12,29,2,18,86,166,110,12,45,38,411
130,2000,13,20,0,43,88,151,97,5,34,32,367
131,2000,14,18,1,41,92,106,78,15,33,36,246
132,2000,15,13,1,24,50,115,73,2,22,30,192
133,2000,16,10,1,11,52,143,58,5,25,6,36
134,2000,17,12,0,15,37,131,55,5,35,23,34
135,2000,18,11,0,9,44,143,60,5,24,0,28
136,2000,19,5,1,11,42,67,54,3,30,11,15
137,2000,20,3,0,0,34,80,38,2,25,0,37
138,2000,21,0,0,0,0,0,0,0,0,0,0
139,2000,22,0,0,0,0,0,0,0,0,0,0
140,2000,23,0,0,0,0,0,0,0,0,0,0
141,2000,24,0,0,0,0,0,0,0,0,0,0
142,2000,25,0,0,0,0,0,0,0,0,0,0
143,2000,26,0,0,0,0,0,0,0,0,0,0
144,2000,27,0,0,0,0,0,0,0,0,0,0
145,2000,28,0,0,0,0,0,0,0,0,0,0
146,2000,29,0,0,0,0,0,0,0,0,0,0
147,2000,30,0,0,0,0,0,0,0,0,0,0
148,2000,31,0,0,0,0,0,0,0,0,0,0
149,2000,32,0,0,0,0,0,0,0,0,0,0
150,2000,33,0,0,0,0,0,0,0,0,0,0
151,2000,34,0,0,0,0,0,0,0,0,0,0
152,2000,35,0,0,0,0,0,0,0,0,0,0
153,2000,36,0,0,0,0,0,0,0,0,0,0
154,2000,37,0,0,0,0,0,0,0,0,0,0
155,2000,38,0,0,0,0,0,0,0,0,0,0
156,2000,39,0,0,0,0,0,0,0,0,0,0
157,2000,40,0,0,0,0,0,0,0,0,0,0
158,2000,41,0,0,0,0,0,0,0,0,0,0
159,2000,42,0,0,0,0,0,0,0,0,0,0
160,2000,43,0,0,0,0,0,0,0,0,0,0
161,2000,44,0,0,0,0,0,0,0,0,0,0
162,2000,45,0,0,0,0,0,0,0,0,0,0
163,2000,46,0,0,0,0,0,0,0,0,0,0
164,2000,47,0,0,0,0,0,0,0,0,0,0
165,2000,48,0,0,0,0,0,0,0,0,0,0
166,2000,49,0,0,0,0,0,0,0,0,0,0
167,2000,50,0,0,0,0,0,0,0,0,0,0
168,2000,51,0,0,0,0,0,0,0,0,0,0
169,2000,52,0,0,0,0,0,0,0,0,0,0
170,2001,1,0,0,0,0,0,0,0,0,0,0
171,2001,2,0,0,0,0,0,0,0,0,0,0
172,2001,3,0,0,0,0,0,0,0,0,0,0
173,2001,4,0,0,0,0,0,0,0,0,0,0
174,2001,5,0,0,0,0,0,0,0,0,0,0
175,2001,6,0,0,0,0,0,0,0,0,0,0
176,2001,7,0,0,0,0,0,0,0,0,0,0
177,2001,8,0,0,0,0,0,0,0,0,0,0
178,2001,9,0,0,0,0,0,0,0,0,0,0
179,2001,10,0,0,0,0,0,0,0,0,0,0
180,2001,11,0,0,0,0,0,0,0,0,0,0
181,2001,12,0,0,0,0,0,0,0,0,0,0
182,2001,13,0,0,0,0,0,0,0,0,0,0
183,2001,14,0,0,0,0,0,0,0,0,0,0
184,2001,15,0,0,0,0,0,0,0,0,0,0
185,2001,16,0,0,0,0,0,0,0,0,0,0
186,2001,17,0,0,0,0,0,0,0,0,0,0
187,2001,18,0,0,0,0,0,0,0,0,0,0
188,2001,19,0,0,0,0,0,0,0,0,0,0
189,2001,20,0,0,0,0,0,0,0,0,0,0
190,2001,21,0,0,0,0,0,0,0,0,0,0
191,2001,22,0,0,0,0,0,0,0,0,0,0
192,2001,23,0,0,0,0,0,0,0,0,0,0
193,2001,24,0,0,0,0,0,0,0,0,0,0
194,2001,25,0,0,0,0,0,0,0,0,0,0
195,2001,26,0,0,0,0,0,0,0,0,0,0
196,2001,27,0,0,0,0,0,0,0,0,0,0
197,2001,28,0,0,0,0,0,0,0,0,0,0
198,2001,29,0,0,0,0,0,0,0,0,0,0
199,2001,30,0,0,0,0,0,0,0,0,0,0
200,2001,31,0,0,0,0,0,0,0,0,0,0
201,2001,32,0,0,0,0,0,0,0,0,0,0
202,2001,33,0,0,0,0,0,0,0,0,0,0
203,2001,34,0,0,0,0,0,0,0,0,0,0
204,2001,35,0,0,0,0,0,0,0,0,0,0
205,2001,36,0,0,0,0,0,0,0,0,0,0
206,2001,37,0,0,0,0,0,0,0,0,0,0
207,2001,38,0,0,0,0,0,0,0,0,0,0
208,2001,39,0,0,0,0,0,0,0,0,0,0
209,2001,40,93,15,81,87,230,314,17,145,19,367
210,2001,41,122,26,118,117,316,466,23,116,82,361
211,2001,42,171,25,128,117,334,446,33,110,76,492
212,2001,43,196,16,176,163,355,542,32,128,88,508
213,2001,44,166,44,176,155,561,555,36,156,53,469
214,2001,45,158,32,210,155,417,709,44,125,74,403
215,2001,46,104,17,164,136,415,615,44,125,84,804
216,2001,47,125,31,130,126,277,571,8,107,82,633
217,2001,48,143,44,176,120,437,723,34,117,117,655
218,2001,49,152,49,189,126,302,644,43,99,161,510
219,2001,50,158,41,161,119,273,580,25,98,146,568
220,2001,51,135,35,151,145,282,645,71,96,163,555
221,2001,52,164,26,169,138,309,601,48,77,142,591
222,2002,1,179,41,192,184,319,753,15,71,183,631
223,2002,2,219,30,249,142,500,655,39,120,263,658
224,2002,3,220,51,347,267,795,752,146,122,405,638
225,2002,4,297,49,747,324,881,962,130,269,416,722
226,2002,5,519,34,692,380,916,1059,249,325,537,846
227,2002,6,509,73,400,353,956,1327,183,400,517,906
228,2002,7,552,115,311,317,946,1620,229,469,334,1031
229,2002,8,405,56,290,287,1029,1698,213,356,282,1144
230,2002,9,304,41,237,351,980,1544,206,296,246,899
231,2002,10,157,50,222,251,489,1073,117,262,171,839
232,2002,11,126,46,298,252,359,801,114,157,164,660
233,2002,12,115,47,215,217,289,760,42,129,42,561
234,2002,13,101,74,135,155,187,670,14,81,46,616
235,2002,14,113,36,118,158,200,533,18,110,50,319
236,2002,15,79,13,63,146,87,365,49,91,32,244
237,2002,16,98,10,56,105,89,303,3,87,30,237
238,2002,17,52,5,44,89,110,214,0,71,17,228
239,2002,18,27,0,34,90,49,158,0,66,23,225
240,2002,19,28,3,34,72,84,178,0,57,26,191
241,2002,20,31,2,29,59,44,117,0,65,27,202
242,2002,21,0,0,0,0,0,0,0,0,0,0
243,2002,22,0,0,0,0,0,0,0,0,0,0
244,2002,23,0,0,0,0,0,0,0,0,0,0
245,2002,24,0,0,0,0,0,0,0,0,0,0
246,2002,25,0,0,0,0,0,0,0,0,0,0
247,2002,26,0,0,0,0,0,0,0,0,0,0
248,2002,27,0,0,0,0,0,0,0,0,0,0
249,2002,28,0,0,0,0,0,0,0,0,0,0
250,2002,29,0,0,0,0,0,0,0,0,0,0
251,2002,30,0,0,0,0,0,0,0,0,0,0
252,2002,31,0,0,0,0,0,0,0,0,0,0
253,2002,32,0,0,0,0,0,0,0,0,0,0
254,2002,33,0,0,0,0,0,0,0,0,0,0
255,2002,34,0,0,0,0,0,0,0,0,0,0
256,2002,35,0,0,0,0,0,0,0,0,0,0
257,2002,36,0,0,0,0,0,0,0,0,0,0
258,2002,37,0,0,0,0,0,0,0,0,0,0
259,2002,38,0,0,0,0,0,0,0,0,0,0
260,2002,39,0,0,0,0,0,0,0,0,0,0
261,2002,40,119,2,205,128,499,518,13,111,120,345
262,2002,41,87,10,335,112,516,603,19,89,103,393
263,2002,42,75,14,293,159,493,596,31,106,118,291
264,2002,43,108,12,336,163,568,650,46,107,168,441
265,2002,44,115,22,329,157,664,728,81,128,225,458
266,2002,45,104,22,369,220,702,786,121,165,174,562
267,2002,46,88,28,380,188,644,774,88,147,184,576
268,2002,47,88,8,342,195,675,685,130,109,205,530
269,2002,48,110,15,322,218,573,587,94,86,218,486
270,2002,49,125,18,414,202,622,631,106,166,224,541
271,2002,50,122,23,326,208,590,686,211,148,258,385
272,2002,51,132,16,396,177,682,659,407,208,299,440
273,2002,52,99,10,310,180,638,620,143,194,222,441
274,2003,1,110,21,269,176,944,695,151,229,229,436
275,2003,2,109,30,281,235,841,737,256,213,316,711
276,2003,3,190,32,415,213,1010,800,259,286,306,693
277,2003,4,207,28,362,339,1462,1315,523,434,436,590
278,2003,5,288,14,378,372,2205,1622,394,476,721,609
279,2003,6,449,46,428,563,2144,1778,309,362,759,944
280,2003,7,504,43,427,602,2045,1538,388,232,894,976
281,2003,8,395,52,339,515,2052,1466,131,201,937,1140
282,2003,9,337,36,258,441,1202,1094,130,229,770,1109
283,2003,10,291,42,137,276,998,877,191,138,692,808
284,2003,11,249,36,215,302,726,656,110,129,540,847
285,2003,12,119,30,195,246,716,580,71,110,375,545
286,2003,13,92,25,161,202,676,368,53,101,324,437
287,2003,14,75,6,158,162,518,379,51,89,251,339
288,2003,15,56,7,149,173,572,270,47,82,207,519
289,2003,16,57,13,88,135,419,233,43,83,121,275
290,2003,17,51,10,78,174,479,222,29,83,84,235
291,2003,18,48,3,66,122,341,130,23,84,54,204
292,2003,19,48,2,51,156,361,117,15,60,20,175
293,2003,20,31,3,98,119,162,141,7,82,13,180
294,2003,21,13,11,74,86,261,72,17,33,3,170
295,2003,22,13,3,101,84,168,60,16,55,3,138
296,2003,23,5,3,62,75,170,60,13,34,3,138
297,2003,24,7,1,67,109,229,55,11,29,0,112
298,2003,25,17,0,48,71,146,31,8,23,1,78
299,2003,26,10,1,33,84,112,46,18,22,0,115
300,2003,27,7,0,29,66,62,37,6,18,4,89
301,2003,28,8,1,50,82,119,41,8,25,0,107
302,2003,29,7,1,36,47,146,25,11,23,0,69
303,2003,30,9,2,55,48,178,28,9,16,1,74
304,2003,31,9,1,39,53,107,47,3,22,3,77
305,2003,32,15,0,39,66,154,50,13,20,0,86
306,2003,33,9,0,41,63,142,39,14,17,1,95
307,2003,34,9,0,65,52,147,42,11,20,0,104
308,2003,35,20,0,54,59,143,49,13,22,2,101
309,2003,36,11,0,49,70,178,42,16,20,1,132
310,2003,37,5,1,62,78,111,43,18,46,2,109
311,2003,38,5,3,65,93,59,49,16,55,1,115
312,2003,39,32,3,92,76,92,62,25,40,1,110
313,2003,40,86,24,118,163,744,458,76,94,123,556
314,2003,41,84,24,175,176,988,494,128,154,255,454
315,2003,42,116,36,169,163,1038,497,162,114,306,430
316,2003,43,123,44,179,173,1239,569,358,143,197,450
317,2003,44,168,84,233,334,1556,526,720,180,371,518
318,2003,45,186,89,243,351,1720,608,1360,156,513,564
319,2003,46,199,159,326,512,2108,892,1419,235,1591,944
320,2003,47,275,309,376,748,2385,1225,1316,238,2928,1341
321,2003,48,259,333,330,882,2420,1432,952,489,2938,1707
322,2003,49,563,384,665,1153,5032,2839,1715,879,3201,2517
323,2003,50,1225,350,1358,1485,7102,5247,1420,1861,2367,2547
324,2003,51,1501,290,1394,1621,7246,5754,1021,1180,1475,2217
325,2003,52,1134,118,1065,1352,4849,4041,589,798,881,1588
326,2003,53,931,104,622,1161,3113,2650,472,422,690,1167
327,2004,1,694,66,450,769,2418,1486,329,219,512,659
328,2004,2,422,39,290,591,1688,1091,305,145,347,665
329,2004,3,302,51,253,466,1447,920,229,155,450,688
330,2004,4,174,69,244,341,1487,765,259,139,405,553
331,2004,5,131,44,218,382,1305,819,167,114,389,682
332,2004,6,116,51,176,508,1143,705,140,138,329,518
333,2004,7,100,35,199,477,1161,564,130,128,286,611
334,2004,8,79,25,176,436,784,590,91,117,186,432
335,2004,9,63,28,113,401,789,505,94,106,224,421
336,2004,10,63,29,145,517,668,534,71,122,172,387
337,2004,11,61,19,121,411,716,476,61,59,166,397
338,2004,12,57,13,142,384,577,491,56,76,152,352
339,2004,13,48,13,141,386,462,353,47,38,96,274
340,2004,14,30,10,104,251,508,353,45,44,96,264
341,2004,15,34,16,89,334,469,383,39,43,89,253
342,2004,16,38,8,106,306,483,342,30,25,66,211
343,2004,17,23,12,79,257,412,280,28,35,14,191
344,2004,18,22,14,83,228,401,325,23,63,12,223
345,2004,19,29,12,89,215,395,280,13,42,12,240
346,2004,20,33,9,80,251,321,297,12,34,3,222
347,2004,21,11,6,83,139,349,278,7,31,51,115
348,2004,22,10,11,74,74,338,317,9,13,67,148
349,2004,23,9,5,79,80,267,312,13,73,46,103
350,2004,24,6,2,59,85,250,268,10,17,37,117
351,2004,25,8,1,45,172,232,253,7,31,47,91
352,2004,26,6,1,12,54,225,235,6,25,50,84
353,2004,27,6,0,29,48,232,235,21,12,37,90
354,2004,28,6,2,57,126,269,229,11,26,35,75
355,2004,29,3,1,48,11,235,202,19,22,37,81
356,2004,30,4,0,49,44,271,189,13,20,45,84
357,2004,31,6,3,36,127,217,184,7,33,42,78
358,2004,32,8,2,43,146,232,212,7,28,51,80
359,2004,33,18,1,33,50,296,214,17,32,39,70
360,2004,34,9,2,36,58,297,225,19,33,37,83
361,2004,35,10,1,40,156,326,252,21,35,28,91
362,2004,36,12,1,53,54,318,256,17,34,61,107
363,2004,37,13,0,60,190,298,285,23,40,68,145
364,2004,38,11,1,92,131,302,292,28,36,60,136
365,2004,39,14,1,57,198,307,266,22,60,51,140
366,2004,40,85,39,209,423,902,625,281,86,167,354
367,2004,41,119,46,148,625,1103,675,231,82,200,402
368,2004,42,105,54,177,638,1249,683,382,118,289,324
369,2004,43,119,56,226,819,1170,810,255,104,317,493
370,2004,44,146,71,210,746,1113,895,276,147,379,568
371,2004,45,214,96,228,719,1284,906,320,149,433,620
372,2004,46,158,85,324,590,1425,951,246,143,309,752
373,2004,47,147,125,270,646,1286,859,267,112,289,712
374,2004,48,260,112,336,752,1638,953,378,130,264,584
375,2004,49,292,107,466,786,1453,961,261,144,334,624
376,2004,50,301,112,491,779,1635,930,292,170,363,682
377,2004,51,431,105,674,674,1386,843,296,192,266,822
378,2004,52,624,136,751,946,1536,1277,352,179,377,1101
379,2005,1,701,140,751,1059,1533,1470,451,202,668,1066
380,2005,2,656,196,648,964,1489,1621,423,237,765,1324
381,2005,3,697,181,522,879,1950,1919,636,410,839,1295
382,2005,4,678,182,641,1169,2934,2648,886,571,1069,1644
383,2005,5,708,174,700,1782,3724,3656,1600,834,1261,1753
384,2005,6,751,270,811,1880,5163,4340,1950,978,1364,1862
385,2005,7,612,239,694,2505,5177,4391,2023,689,1444,2157
386,2005,8,456,335,617,1607,4825,3714,1576,532,1174,1794
387,2005,9,377,261,504,1251,3971,3001,1094,391,965,1419
388,2005,10,304,234,464,1225,3600,2350,960,260,671,1533
389,2005,11,270,136,401,1169,2732,1979,662,232,583,1338
390,2005,12,206,135,409,905,2352,1465,452,159,568,1249
391,2005,13,225,95,321,735,1708,1304,389,104,462,986
392,2005,14,167,68,233,511,1313,848,321,77,388,890
393,2005,15,120,67,224,526,1042,749,288,27,368,1034
394,2005,16,109,25,182,517,969,679,307,29,243,765
395,2005,17,107,42,163,393,1024,516,349,10,226,816
396,2005,18,96,42,124,392,811,463,258,43,174,587
397,2005,19,35,36,143,407,782,477,275,19,186,652
398,2005,20,33,33,102,251,735,392,197,12,161,615
399,2005,21,39,38,73,183,594,377,177,4,107,464
400,2005,22,23,79,87,191,607,398,162,7,105,440
401,2005,23,35,35,102,182,486,241,142,0,128,393
402,2005,24,24,5,75,155,479,317,132,0,121,306
403,2005,25,24,17,73,129,462,323,110,0,81,409
404,2005,26,24,11,69,134,414,301,105,4,3,294
405,2005,27,21,16,32,127,364,303,82,2,8,243
406,2005,28,32,20,60,134,303,264,111,0,5,219
407,2005,29,23,18,59,148,272,283,94,5,8,158
408,2005,30,21,15,46,116,304,251,101,3,13,120
409,2005,31,15,9,54,145,292,246,91,1,5,124
410,2005,32,16,13,47,166,327,268,80,0,4,102
411,2005,33,25,20,34,61,331,244,71,2,6,134
412,2005,34,22,11,9,148,200,260,109,3,5,155
413,2005,35,14,21,44,126,208,257,209,5,6,143
414,2005,36,25,24,64,180,193,281,132,2,8,152
415,2005,37,21,17,57,244,148,270,138,4,9,118
416,2005,38,30,23,95,230,169,293,190,17,12,160
417,2005,39,35,17,94,251,212,243,171,8,15,158
418,2005,40,167,33,281,515,602,609,220,65,585,509
419,2005,41,156,52,300,501,864,732,241,39,163,534
420,2005,42,216,49,349,379,1074,816,287,50,267,635
421,2005,43,218,53,341,425,1088,844,287,74,236,682
422,2005,44,224,59,514,469,1198,970,310,61,254,946
423,2005,45,302,77,524,511,1227,870,371,66,268,822
424,2005,46,293,81,469,496,1289,919,462,79,297,891
425,2005,47,258,64,393,430,1216,906,365,71,192,907
426,2005,48,270,98,582,532,1370,1027,489,101,403,1094
427,2005,49,281,124,512,457,1602,905,514,62,388,1526
428,2005,50,267,185,498,505,1676,914,710,74,752,2116
429,2005,51,231,176,489,530,1723,966,926,117,901,2518
430,2005,52,293,200,455,655,2014,1138,1132,149,942,1864
431,2006,1,239,132,364,808,2057,1312,1188,130,637,1472
432,2006,2,272,162,429,934,2017,1202,1162,220,533,951
433,2006,3,264,128,379,977,2033,1174,1314,296,474,819
434,2006,4,340,118,487,977,2445,1411,1431,392,505,1008
435,2006,5,430,147,603,710,2795,1485,1329,436,579,1037
436,2006,6,483,128,717,991,3282,1765,1187,473,588,813
437,2006,7,545,98,593,1002,3652,1852,1472,435,599,978
